date,average_sentiment
2025-10-18,0.15193741134751773
2025-10-21,0.1470135135135135
2025-10-22,0.14420928196147112
2025-10-23,0.14667831775700935
2025-10-24,0.14649405405405405
2025-10-25,0.14716577060931899
2025-10-26,0.14301920289855072
2025-10-27,0.13984200351493847
